content,score,date,word_count
"This app does not let me open a dispute. I tried 4 times and each time it says ""Let's try that again! Something seems to have gone wrong"". I tried via the website and was able to submit a dispute. So the app must be broken.",1,2024-09-28 16:50:34,46
"It's now an app for spasming you with ads, and now the ""quick security check"" spams you with 20 minutes of captcha that have ads so they make you do it over and over, for 20 god damn minutes before you can log in to your account",1,2024-09-28 16:09:59,47
"I can only say paypal is not good as payment method or let say paypal is ugly😡😡. there is no consideration the account is banned even if not yet used, it is really banned even if there is no sufficient reason. I hope paypal will be removed as soon as possible OH GOD HELP US TO REMOVE THIS PAYPAL😡😡😡😡😡😡",1,2024-09-28 11:33:18,59
I wish I could give this 0 stars. I thought it was bad before but they actually made it worse. It's so filled with ads and offers that it is almost complete trash. And the autofill doesn't go away properly for the amounts when trying to transfer money. When did cash app become a better app than paypal?,1,2024-09-28 11:27:04,58
will i am hopping that i dont have to pay any hidden fee im hopping to trasfure alot of money to alot of debit cards i just need to find 3 more debit cards that can be link to paypal! then when im done with amazon paypal is going to be seening alot of money soon i hope. i will change if it works!,1,2024-09-28 11:12:34,64
"I had PP on my old phone and it was working fine. Now I have a new phone, same password and everything, but when I was sent money, it won't let me withdraw it. I've tried numerous times but it keeps saying that it couldn't.",1,2024-09-28 09:44:59,45
"I made purchases that i never recieved, they put my information on the site i was buying from, double charged, locked me out and stole my check, i am in a hotel my trailer inpounded, no vehicle, i am dosabled and in a bike. cleaned out .",1,2024-09-28 09:42:18,47
"WESTERN UNION IS 5X CHEAPER THAN RIPROFFPAL ,I think PayPal is a bad company, would not want to work with them often, also the desktop version reminds me everyday to get the app, feels like it's harassing me to get the app so here I am, hope the constant reminders to get the app will now leave me alone",1,2024-09-28 08:34:49,59
"Delete this now and stop using PayPal forever !!!! PayPal can now take $2,500 from you if your not a Democrat. For no reason. 100% fact it's in their terms and conditions. Update 10/27/2022. After retracting their statement which claimed it was an error it went out in an update again !! 9/27/24. Still the WORST money transfer app hands down. Fees are higher than any other app and the fact u can't screen shot is ridiculous when u need proof it claims it's for security but they don't care",1,2024-09-28 06:18:53,90
When linking my card PayPal took the verification fee that they said they would refund but never did. I called customer support and they said there's nothing on their system. I'm very unhappy as I tried multiple to link my card and they took multiple fees.,1,2024-09-28 06:04:37,46
My password and fingerprint stopped working and it proceeded to lock my bank account out. I owe money and I just want to get the bank back on my account without all the hassle because nothing has changed except for the fact that I made a new password after this whole issue.,2,2024-09-28 02:09:02,52
Person named Stephan called me and said he was from PayPal but I didn't think he was. So I'm uninstalling the app 🧐 I'd like to reinstall it and put it on my phone and get it to the store 💓 So I can go back in the afternoon and see what happens when you're on the lookout for the first time in the future for the weekend but I will have to get the order for the next time I get a new job 😔 and my son is going to try to get it done with the job and the money 💰 😁 💰 please call me My new phone,2,2024-09-28 00:49:54,112
"Money in my wallet can NEVER be instantly transferred over right after receiving a payment. This makes PayPal USELESS for me, as I need to pay certain bills using money received on PayPal. Not being able to instantly transfer my wallet funds (it says $0 available in transfer menu) makes this impossible.",1,2024-09-28 00:01:57,52
"i really hate this app, so expensive. i worked with the client for nothing, only for this app to say i didn't meet the minimum requirement. apparently their 'minimum' withdrawal is literally the amount of money left in my bank account. Congratulations, PayPal. i'm killing myself because of you",1,2024-09-27 20:47:32,49
I havent used my account for just over a month and so now it has said i had strange transactions recently and limited my account but now to delete my account i have to provide a bunch of stuff i did not need to open the account that just doesn't make any sense,2,2024-09-27 14:43:13,53
"Horrible to work with when an unauthorized purchase using an outdated email address was used. Filed a support ticket but PayPal only states ""We do not find these charges to be unauthorized."" Zero security of linked accounts or banks info exists once someone has access to your account. Obviously PayPal doesn't care. So I'm closing my account, deleting the app, severing ALL financial ties, and filing a fraud claim with my bank. DO NOT RECOMMEND!",1,2024-09-27 14:01:43,75
"I'm quite disappointed with how PayPal dealt with a dispute. I have been a loyal customer for years and years, I use paypal for all my online transactions and have never filed a dispute until now. I made an order, didn't receive it and they falsified my signature one the tracking . PayPal sided with the seller and just ignored my pleas. Very very disappointed. I pay buyer protection for nothing so I'm looking into a different paying service 👎👎👎👎",1,2024-09-27 13:25:11,80
We probably will be having a conversation in court because someone is definitely going to prison for a while this investigation is 3 years old PART 2 yes these people have remove many many dollars from my account. Part 3 since PayPal has refused to post my review like this is a secret you people have been playing games with me for years and I just played dumb and let you low life's put on a show oh I love some peace but I'm prepared for war,1,2024-09-27 12:15:13,87
"Whenever I go to the profile tab in the app, it gets stuck in a loop trying to log in. Either it keeps asking for a fingerprint and never stops until I do a force stop on the app. I can then log in, but if I go to the profile tab it gets stuck again. Very annoying. Other than that, I can use it to see my transactions.",2,2024-09-27 11:58:03,69
"THIS APP IS A MESS: -Fingerprint scanner does not work. Other log in methods struggling too. -When changing email adress, you will have to confirm some way. I chose to ender a passcode. After inputting the code, it will say failed after numerous attempts. Then when I log back in later, main email has indeed changed but the app does not give you an email/notification to confirm success. -Closing account is a nuisance. Says you cannot but provides no reason.",1,2024-09-27 09:27:03,80
"buyer could refund the money they sent, even though i already did the service for them. also paypal tend to randomly freeze your account, your money is stuck forever and can never be recovered. just stay away from this scummy app, i will never touch it with a 10 foot stick.",1,2024-09-27 04:04:49,51
"This is the WORST APP you could POSSIBLY download.... I wouldn't waste another Second on Paypal... The app doesn't let you log in, you have to go through LITERALLY 20 ""I'm not a robot"" tests.... You have 800 dollars you need TODAY to get your electric to stay on!??? Sorry, we'll need to verify your phone number that you had SIX YEARS AGO, or else wait 7 business days to have your money refunded and transferred yada yada yada. Customer service!!? A JOKE!..... DELETE!",1,2024-09-27 03:48:59,84
There needs to be a better way to recover the account. My numbers been deactivated & that means ive lost my account has it only wants to use the mobile number. Most other apps have atleast two ways to recover lost accounts but not useless paypal,1,2024-09-27 01:32:22,46
"Paypal markets itself as a ""safe"" way to do business but they have vendors that are frauds and as long as the vendor can provide ""fake"" shipping / tracking information then paypal denies your claim. I suggest that if you want good payment protection that you use American Express or other credit cards. Pay Pal will not ""protect"" you from fraudulent vendors.",1,2024-09-27 00:27:43,62
"They are thieves. I thought it was a mistake, but they still from everyone. I got most of my money back. I hope it was worth the $21 they got from me. I wish they had at least given my payment to the recipient.",1,2024-09-27 00:08:56,44
"User Beware. I had 2 accts 1 closed and the other limited. The explanation, was violation of policies yet no specific transactions or actions given that violated their policy. The 2nd acct was only open for a few months with one transaction from a regular merchant that I have been using with PayPal for years. Now this account is limited and can't be closed. I am also barred from using PayPal. (As if I would again). Find other options. Especially veterans, minorities. Be careful.",1,2024-09-27 00:02:49,84
"App is buggy, and the app takes too much fee, ridiculous and ludicrous. I suggest using Venmo. This apps help support is non-existent. When you try fixing a problem on your end, it repeats these stupid errors over and over again without help at all. Waste of time. Waste of money.",1,2024-09-26 23:42:04,51
It freaking set the auto withdrawal to $300 which was thankfully declined by my bank. If it had succeeded I would have had a negative balance. I tried to get in touch with customer support but good luck on that one. My bank locked my debit card and I had to jump through hoops to very who I am and get it unlocked. I uninstalled the app. Never again.,1,2024-09-26 23:06:16,69
"Funny how there is no button to cancel an auto pay or that it has a minimum of $300. If the client wishes it to be $10 or less, then this should be the case. The company tries to lock you into these transfers so they can securitize and loan out monies which doesn't even belong to them. This is illegal!!!",1,2024-09-26 22:33:14,61
Been using for awhile (years) however im sick of the absurd fees and constantly not being able to add money to my balance and or withdraw to a card. I get forced to pay fees everytime because it declines my effort to avoid the fee. The app has went downhill since i joined.,2,2024-09-26 20:30:51,53
"It has a problem that I can't put a comma on the amount I want to send on android. It forces my phone to switch to the ""Telephoning Display"" where there are only numbers and no comma. So I can only send amounts like 55€, 78738€ but not 4,23€ or 15,34€ I send a request a week ago abou this problem, but no answer",1,2024-09-26 20:20:12,64
"Paypal become fraud after etsy has stopped working with them, paypal is not transferring buyers money into confirmed bank account I am trying from 10 months like November 2023 but paypal is not transferring my 1500 USD to my bank account, it's become fraud, better decision from etsy",1,2024-09-26 16:46:20,48
"If you like getting taxed (just to get to you) and paying extra fees to transfer it to your card instant because it doesn't have the no fee option where you have to wait like transfering directly to your bank, oh wait (if your like me where this pathetic app won't even let me connect to my AMERICAN BANK) so I was forced to use the instant option to put it on my card. I do online selling, save yourself the pain and get any other transfer money app like cashapp, they don't do this bullcrap.",1,2024-09-26 14:59:40,96
"Salutations everyone~! I hope that y'all, are doing well because I discovered something absolutely insane today while looking into PayPal's privacy features. PayPal apparently will secretly photograph you while you're using the app, and it will use your facial features in order to verify that there's no fraud taking place. I don't feel as though this was very well communicated to me as a customer, and it is not mentioned anywhere else in the app. Seems sus. I blocked the camera permissions.",2,2024-09-26 13:45:30,82
App does not get past login screen. Says wait a few seconds for an hour without loading. Issue is not update or cache related. I have uninstalled and downloaded several times. I am locked out of my account because of this. Awesome job guys.,1,2024-09-26 08:58:09,44
"Been using paypal for many years, but recently they've been doing shady stuff, holding ppl $ under ""pending"" status up to 30 days, they blame sellers bank when in reality seller provided me proof of refund, yet paypal is telling me sellers bank didnt clear it. Multiple ppl reported same issues. No more paypal for me",1,2024-09-26 06:25:13,56
"The payment has been made for Chiltern Railways through this apps but there is no trace where the money is going to. Already checked with the bank, and they claimed the payment is approved. Can't do anything since there is no activity going on in this apps. So, no tickets and the money is gone.",1,2024-09-26 05:21:19,55
PITA. NOT user friendly. Scanner Code didn't work. Seller said when he input my information a picture of a bearded guy came up. Multiple charges have been made to my PayPal account that are fraudulent. I notified PayPal & they do nothing. 1 merchant set up a sale to be a REACCURING CHARGE.I caught it. Changed it & a few days later I checked it & it was changed back to REACCURING.I finally had to contact my credit card company & dispute it. I even removed the credit card from my account & add New,1,2024-09-26 04:19:28,95
"Useless App, after being reviewed they tell me I am in an area that they don't operate in, they do this only based on my work email. My bank account, home address and all my creditcards are in The Netherlands. Now they blocked my account, I cannot retrieve the 1000 Euro I got in my wallet (I have to wait 120 (!) days for an instruction how to do it!) and I can't even delink my creditcard. It tells me to contact them but nowhere on the App they say where to write or where to contact. Useless.",1,2024-09-26 02:46:13,98
Please can you do something about the sign up problem. I followed all the procedure needed to sign up and on getting to the last part the app was like sorry you can't sign up at the moment please try later..... I have been trying since then yet no positive feedback,1,2024-09-25 22:05:03,51
"Dear PayPal for the past two days I've been trying to sign up for PayPal and I keep getting rejected, when I sign up I receive an email telling me that my account has been permanently limited and this isn't the first time I've been trying to sign up for PayPal before and I keep getting this message so please if u could please fix my account and create a platform where people who've been permanently limited can post in the app or website it would be appreciated",1,2024-09-25 22:03:30,88
"App was not actively running, at the least was not actively selected for use by me & yet. Someone at PayPal headquarters thought it would be perfectly acceptable to activate the app for the sole purpose of loading an ad. This app is no longer on my phone. Been a tech long enough to verify that. Yes. It was the PayPal app that had loaded the ad. Bad choice, bye bye app :/",1,2024-09-25 17:51:20,73
"I am having a horrible experience on PayPal my money has been on hold for more than 2 weeks now and even afraid to do other transactions because might not be able to get it ,I linked PayPal with my cards and fully verified ,and wonder how can that be",1,2024-09-25 16:27:08,50
I find it very unreasonable to the following design and very duscouraging to use the mobile app for these reasons as well. 1. The app require you to enter the account password to login in order to pay for the paypal master credit card. Do you actually want people to pay the credit card bill or not? Why so discouraging to people who needs to pay for the bill of your company's card? 2. Checking the paypal master credit card total spending requires password too. Why???,1,2024-09-25 14:48:46,86
I have made sooo many attempts to use this PayPal and every time I 🤔 it's game set match something goes wrong . I hate to keep trying things they should work properly and not take up very valuable time fixing . Especially when money is the primary function .,1,2024-09-25 12:15:58,50
"Used to be able to easily send money to my debit card, not they've introduced this Xoom service that I have to use instead. Makes me go to new page, manually enter an amount, doesn't remember my debit card info, etc. Steer clear of this company.",1,2024-09-25 10:24:44,46
"Bounces checks for no reason and blocks cash deposits for no reason. I wasn't at the maximum, so it just started pretending it had technical issues to stop me from depositing the maximum amount. When I called using the number in their app, which was automatically entered, so I couldn't have made a mistake, the bot said ""thanks for calling PayPal"" and then when I finally got connected to a real person, 20 minutes later, they said they weren't PayPal.",1,2024-09-25 10:09:40,80
I'm over here tryna run a business and one I've already showed my I'd and tired linking it with my bank yet EITHER HASN'T WORK AND WOULD JUST MAKE ME DO EVERYTHING ALL OVER AGAIN AND NOW ITS GONE LOCK ME OUT LIKE WHAT and again I showed my I'd gave the description 🙄,1,2024-09-25 04:38:03,54
Not allowing screenshots in this app is a daily annoyance and makes me feel like PayPal doesn't fundamentally understand what people use this app for. I need to be able to send proof of money sent or verify accounts and the easiest way to do that is a screenshot. Let me decide if there's a security risk. Will be leaving at 1 star until this is fixed.,1,2024-09-25 01:16:02,67
"It's not allowing me to send money to a friend in Canada, It keeps pestering me about putting a card in and I have my damn card connected already so it shouldn't even be giving me that in the first place. I also have money on my card, so money isn't the issue. please get it fixed",2,2024-09-25 00:28:04,57
Thieves 😡 I'm charged fee don't even know what it is I'm being charged. At first I thought my PayPal is hacked or something but it is not 🧐 I received a letter from a lawyer on behalf of PayPal and I have to pay 24€ and something 🤨 you are for real now?,1,2024-09-25 00:07:27,54
There assistance when you call them are dumb everything has to be verified your bank account you shouldn't have to when you useing there debit master card they hire people from a cracker jack box if your using there card your account should already be verified and I was sapost to get a new card with new Expiration dates on it got the same card with same expiration date on it,1,2024-09-24 22:06:52,71
Hate that you cannot screenshot anymore! This app is the absolute worst. It does not seperate transactions between each Account. So all transactions run together and you have to independently click into each account to see where the transaction was placed. They do not give advertised points for extra bonus correctly. Worst Customer service.,1,2024-09-24 21:57:52,54
"They think they have more powers than a bank & get you into more trouble. If I don't have an overdraft with a bank and I don't have money in there to pay a bill the bank will tell the requesting party ""Funds not available, go deal with your customer"" (maybe if it was £10 then they may allow unauthorised overdraft). As it happens I was deliberately not letting the required funds be available due to a dispute with the party. NO PayPal decides to pay the bill, put you in a minus & sends to debt col",1,2024-09-24 21:08:26,98
"I installed PayPal, added $50 onto my account cause I'd rather go through a third party to buy things online. They immediately locked the account and said my activity didn't ""match the agreed terms"" then told me they would be holding onto my money. Would never trust this app. I'll stick to cashapp or venmo for sending money between friends as well.",1,2024-09-24 21:02:19,62
The very first day I opened a PayPal account..my account was limited immediately saying I can't use PayPal anymore ... I opened another account and the same thing happened ....Why is that happening??? You guys have to fix my accounts asap!!,1,2024-09-24 18:04:56,41
Thanks for nothing. They keep your money but you can't send it to your bank account. I'm in South Africa and I have to have an American Bank account to transfer my money to. So it only works if your American. Kak App.,1,2024-09-24 14:37:05,43
"When logging in with my fingerprint, these idiots still want me to use my damn authentication app. It's redundant and never been required until today when I've used it and makes the app a HEADACHE to use. No option I can see to disable it and make my phone a trusted device. Beyond pathetic and the person(s) responsible need fired.",1,2024-09-24 13:44:19,60
Have had muti problems with card. Was good for about 9 months then went a week and a half with no access to my money. I moved all my money out of and closed account. Just problem after problem after problem trying to access my money. Definitly was a huge hassle and total waste of 3 hours on the phone with paypal the past week and a half. Dont do buisness with this company. Total waste of time and money,1,2024-09-24 11:12:33,80
Got to the log in and the dial pad they made me use wouldn't place the hyphen between the numbers and it wasted a lot of my time. I'm still not logged in and I'm uninstalling. They've been around long enough to not have rookie problems. What's next after getting an account? Getting my account froze for gambling?,1,2024-09-24 08:44:39,58
"CUSTOMER Complaint: the help desk will not seriously review fraudulent charges on your account they will automatically be denied. Back in May a third party app charged my account and although this app according to PayPal's records had previously made fraudulent charges to my account PayPal allowed the payment and refused to rectify the issue. Users be Warned. Worse yet, they will cite that past fraudulent charge attempts that were denied by them as proof (idk how) that the recent charge ws legit",2,2024-09-24 07:56:44,83
"Absolute waste of time I hate paypal and I hate people that use paypal, I reset my password an I choose email I give it correct code then it retardedly asks me too send a code for an old number without any other option, surly the so called genius would think people don't keep the same number forever I just hate them",1,2024-09-24 03:25:10,62
The fees are ridiculous. And the fact that I had money sent me 4 days ago and i'm still waiting for it to be proccessed is insane. With todays technology why the hell am I still waiting for my money to be sent!? What and why on earth is my payment pending for this long???!!! Its not like im trying to transfer millions or even thousands of dollars either. This is a joke cashapp all the way!,2,2024-09-24 03:20:47,77
"I keep getting emails that I will be charged for not using this app. Is this a joke? I don't think I've used this app in over 4-5 years. The last time I got this email, it asked me to put my card information in. And it wouldn't even take it. So I could close this account. Forcing people to use and pay. Now, this is a new low. Kindly close my account. I'm not interested in doing business through this app anymore.",1,2024-09-24 02:38:30,83
Great for ease of service but if you're international (I'm Canadian) it's a total rip off on exchange rates. I've even gone as far as opening a US funds account but PayPal refuses to clear my funds in USD or take payments in USD. They charge over 4.5% on currency exchange and then charge additional fees for transferring for friends and family. So a $100 USD transaction will cost a Canadian approximately $7.50 to facilitate a transaction.,2,2024-09-24 00:54:02,77
They're illegally keeping my money they're scamming me they won't release the pending charge they just won't get back to me on the customer service complaints it's okay it's okay but they're allowed to do whatever they want they're allowed to keep scamming you and keep doing what they want,1,2024-09-24 00:14:29,50
"The app is unuasable. It forces me to log in every time I open it, and there's a 90% chance i cant log in. A combination of captcha loops, errors with the app, or ""no network"" notifications. Absolutely absurd someone would take a money management platform and throw all basic function out the window in lue for useless garbage on your login. Do not reccomend.",1,2024-09-23 23:04:19,65
"Honestly I tried to sign up for the app but all I got was my time wasted, I've tried to put my phone number in multiple times but all it did was load and keep me on the same screen. Maybe you should have more options to signing up instead of just using phone numbers",1,2024-09-23 22:55:18,55
"This app used to be good, but now in an effort to dupe you into giving them more money, they hide the essential function of transfering money back to your bank through many menus. This is not customer focused design at all. Just Venmo, Cashapp, or Zelle someone. In fact, it might be easier to write them a check or withdraw cash.",1,2024-09-23 22:12:56,62
Can not use mine when i want to link my new bank details it throws me out and then take money of my bank acc but at the same time dont want to take my card i deleted the old one and wanted to put on the new one,1,2024-09-23 21:46:15,49
I don't know why I can't link my credit card it keeps on saying we can't link your card may I please ask what's the problem?😭I've been trying it now it's been 2 days but still there's nothing happening and I badly wanna use this app.Maybe can you tell me what's the problem because my credit card are fine they don't even have problem but they keep on saying we can't link your credit card can you please fix this problem I wanna use this app because I can see people are busy using the app fine..,1,2024-09-23 17:38:16,97
"Scam 💯 PayPal Credit UK he gives you shopping, you pay in 4 months and in less than a month you find out that he takes all of your money, he doesn't follow the rules, they are not serious, this type of credit deceives you by giving you",1,2024-09-23 17:37:48,48
"Used PayPal for 2 decades now. This is the worst update EVER. Keeps sending back to sign in though password is correct. All the hoops I have to jump through to log in is tiresome & time consuming, especially when not working properly & I have to use a browser to get in. They've made it so difficult to use, this is no longer the same company I've come to know. I wish my business didn't revolve around using PP, because I'd drop them like a bad habit in a second if it didn't. Just sad...",1,2024-09-23 16:31:27,96
"Bad app design, bad functionality, no simple must-have options such top-up your balabce by credit card, no support from helpdek whatsoever, useless outdated support via community, annoying authorization (no ever have I experienced such a outdated useless annoying long step authorization process),l. I am happy to delete both the app and my account with PayPap! Better use alternatives.",1,2024-09-23 16:23:04,58
"Terrible with temporary holds,also they actually changed my account from a personal account to a business account without my authority or consent,now I know why everyone I know has stopped using PayPal for personal use....it's ridiculous at this point to have money withheld cause they changed my account type b.s. is what it is,this is why people have stopped using PayPal DUH!",1,2024-09-23 14:46:24,62
Such a frustrating app. They keep on putting my money on hold!!! Two times in a row. It's my hard earned money from freelance work. I have bills to pay but cant use my own money because they keep on putting it on hold. I keep on tellinvg them that it is not from any order but still they put it on hold they will release after a month???? Seriously???,1,2024-09-23 14:09:03,70
"When I sold on eBay, I used to use PayPal consistently and they were great. There was no problems ever. They kept good records. You could track your packages, you could do everything. I haven't been with pay pal for a few years, I went ahead and got the app. Got the card? The first time I use it i got ripped off. I reported it both transactions. They denied me anything I canceled immediately. PayPal is not the same company anymore At all not even close.",1,2024-09-23 07:01:28,87
The app isnt working. I just downloaded it for the first time. It keeps looping back from the security capcha after i click verify. To the click option for being a human. Tried about 20x and just keeps kicking me back to screen. Email paypal from this email listed here. Its no longet in service. Go figure,1,2024-09-23 03:45:36,57
"If you have issues that go beyond being able to fix it on there website,you won't get help from customer service,they only tell you ways to fix it that already on there site and won't lift a finger to do more.",1,2024-09-23 00:36:31,41
They alerted me that several people were trying to use my card info. And since they refused to let me remove my card from my account I just had to delete my account with PayPal. Never using this again since you people clearly don't have good security.,1,2024-09-22 23:28:28,47
Thiefs liars cons set up acct so I wouldn't get screwed over n struggling single mom n don't use PayPal alot but some how to charges come out n they tell me they can't refund it one was 8 or 9 dollars n the other for 63 or 64 dollars like wow. Maybe should tell al in top social influencers bout this n see if they can help stop others from getting robbed,1,2024-09-22 19:00:53,73
It needs to be more simple it is too difficult for me to use And I don't know how to use it it needs to be more reliable and compatible for people who don't know how to use it and over all a 2 star app,2,2024-09-22 11:52:02,46
"I don't have any nice words to describe how pathetic this application is. This application won't log me in. I forces me to reset my password again and again and again and again, and it won't log me in. It keep asking me to do security challenge and it won't go past a blank screen or simply not moving on to log me in. The only reason why I need to apparently use this app is to be able to send money to Mexico. Pathetic.",1,2024-09-22 11:26:34,85
They are scammers they claim you get money back when you use the card I have been with them over a year and never get a cash back for using the card or for using PayPal the Al's don't give reward points like they claim,1,2024-09-22 05:56:26,45
Tried to send money to another PayPal user and it does not work. No help from customer service even if you can't reach it which there make pretty much impossible. PayPal cooperates with putin's secret service on persecution of Russian opposition. That is all one needs to know..,1,2024-09-22 00:24:17,48
"You are just making a living but because of their policy, apart from losing your job, you have been denied a good future for you and your family,. I am making a money here in legal, for my daily needs but you refuse to give that to me..",1,2024-09-21 23:57:19,48
"After years of use, they have permanently limited my account with no explanation. Any contact results in a generic auto response. Now i have a paypal credit account I can't use. Their customer service isn't service at all. Very unsatisfied with overall experience after years of loyalty!",1,2024-09-21 20:54:02,47
Having a hell of a time opening a dispute. 8 times I've tried and it keeps failing when I go to submit. I've spent almost an hour now and I'm beyond pissed off. Used to be good but the resolution centre just makes you go around in circles and it is impossible to get to the correct resolution,1,2024-09-21 19:13:26,58
"Recently as some companies do, I went to the car wash, used my card. The carwash automatically takes 10$ and what ever is not used is returned. So now I have no proof of the purchase. The sent a message saying it was a completed transaction. I contacted them requesting why the remaining money wasn't not returned if the transaction is complete. Why the original 10 had been removed now I have no proof. They said contact the Mar 2025 if it's an issue still. They scamming.",1,2024-09-21 12:33:00,87
"I was charged for a pay in 4 plan, once the payment went through I locked my debit card then another amount for the same pay in 4 plan got declined so I unlocked my card to pay yet again when will the 1st payment go back on my card, the money is gone from my checking acct why the heck does it go through for two different amounts I need my money",1,2024-09-21 06:45:38,73
Whenever I came across this app I always got angry and frustrated it has been 2 weeks since I opened account but can't Link any of my 2 different card I have do everything possible I visited my bank issuer and also updated my billing address but nothing changed and the worst part is that I can't reach out to customer support service and they didn't provide a way to Link my bank account I even deleted the app and tried the website it's same thing and I also updated the app on Play store it's same,2,2024-09-21 04:35:25,97
So I stopped using PayPal when I lost my card and couldn't get them to replace my card or get ahold of anybody to tell me why I couldn't get a card so that was 5 years ago so I finally download the app again because I got slammed for an extra dollar on a purchase because I wasn't using PayPal which seems unfair so it's still doesn't want to issue me a card cuz it still recognizes me having an account that I can't get a card for stupid Barry,1,2024-09-21 04:30:57,91
Do not use for payment processing..made me wait 21 days to access my money and charged me almost $150 to accept payment.. waited the 21 days and then they want me to wait e more days or pay more to accept on day 21. Unacceptable,1,2024-09-20 22:03:05,45
"I have to say this app is really disappointing. For no apparent reason, it kept logging me out, and when I tried to log back in, it just kept redirecting me back to the login screen, even though I entered my password correctly. I cleared all my cache and data, and while that seemed to fix the issue for about 10 seconds, it went right back to automatically logging me out. This is incredibly frustrating and makes the app unusable.",1,2024-09-20 21:23:18,80
I put some of my money to PayPal from cash app and they called me and said that I owe them $160 which I have never even thought about trying to get anything from this account. I just transferred money so I can my money pulled off of my cash app account$160 in the bank account in account to telling them i dont owe no money or to my PayPal account.how do i owe money to pull money from my cash app it never accessed any proof of money coming from that account. YOU DONT GOT NO MONEY!!! 💰 Please🛑,1,2024-09-20 19:25:51,100
"I paid for a business ticket using PayPal, the agent chenged my flight to an other airlines didn't notify me and got economic seat instead of my booked business seat, PayPal said it's equal to the same service and refused to partly refund me. They work for the bigger part of course.",1,2024-09-20 17:43:24,52
"It wants to give me a fee because I am inactive so I want to delete my account but it simply isn't possible at the moment. Also wanted to send my remaining money to bank account but when I copied my IBAN number from internet banking to Paypal, PayPal said it doesn't exist",1,2024-09-20 14:10:13,53
They would randomly close your account with no explanation and not even send a email about it then you have to call customer service just for them to tell you that they can't do anything on there side just make a new account. What Bunch of chuds,2,2024-09-20 11:46:47,47
"Sooooo lovely PayPal no help at all!! I had someone scam money off my account with PayPal. I was told by PayPal and even got an email saying the case was in my favor and I would be getting the money back. I have yet to get my money back!! I literally hate PayPal and will never use them again!! I did not feel safe on here at all, and the fact I was told the money was going to be put back and wasn't!! What kind of business are you people running? Fix this!!!!!!! I put bad juju on you!!!",1,2024-09-20 05:40:41,101
Ridiculous. Recently got charged 3.99 again for a one time payment I paid back 2 months ago. Not sure why this is happening and it all just seems fishy. I've had issues with stuff like this in the past as well.,1,2024-09-20 05:09:29,41
"Why the hell I keep using this usless app is beyond me trying to pay in three and it crashes every time during the order prosessing, but holds my money for a week and the order doesn't process from the seller. Its not the first time as that was over a year ago and they can't even fix it from happening again and again since then. Slowly using paypal less as its just a frustrating experience that used to be a good way of paying for things.",1,2024-09-20 04:21:02,87
"They've held my money for a full 21 days despite having uploaded tracking information and delivery update. I sold what I sold because I actually needed the money. I understand being secure, but I should have at least gotten my money once delivery was confirmed. I'll likely be charged to transfer my funds once they're available, too. They should be VERY upfront with folks about this. I'll never sell through them again.",1,2024-09-20 03:39:47,72
This app literally charges you 20$ if you don't login for a year instead of simply closing it. That's outrageous!! I would've dumped it a long time ago but I faced fraud due to the app and I don't wanna login anymore. But because of this fees PayPal is forcing me to do it. This is plain extortion!! Either you lose money due to fraud or PayPal themselves will extort it out of you!,1,2024-09-20 03:08:40,74
"There is a garbage bug that sends you in an endless loop to confirm your identity and prove you're not a robot. It seriously never ends, it's a huge problem you need to fix because I can't use my PayPal at all.",1,2024-09-20 02:14:47,42
"New update is absolutely garbage, makes finding information on my balance a 4 step process where it was available instantly front and center before. Additionally, the app runs terribly now and lags constantly. It also barrages me with useless ads for things that look like scams. Whoever greenlight this last app update push should 100% be let go.",1,2024-09-19 23:20:03,58
"You have claimed that my account has been involved in sales of sexually oriented materials. I demand that you provide clear and irrefutable evidence of these accusations, as I am certain that I have never engaged in such transactions. I have always complied with PayPal’s policies, and to be permanently limited without any concrete proof is both unfair and disheartening. Your service in this regard has been extremely poor. Is this how you treat your customers? Banning accounts without providing",1,2024-09-19 23:08:51,80
"God this app is dogshit. 12 hours and 50 captchas later i still cant get in. I feel like Im going insane. Tried uninstalling, tried reaching out to customer service, but cant get anywhere. This is the most frustrated i have ever been with a phone app. Uninstalled for good. Switching services.",1,2024-09-19 19:57:37,52
Love love love that's all I can actually say right now. It helps me give or get quick fast easy money. Thank you payday. EDIT 09/18/2024 ABSOLUTELY HATE THIS APP. I WAS STOLEN FROM AND PROVED IT AND STILL CANT GET REFUND. HAVENT HAD APP FOR SO LONG NOW AND NOW I CANT LOGIN TO MY ACCOUNT TO CONTACT THEM ABOUT GETTING INTO ACCOUNT I HAVE TO LOGIN FIRST. CANT FIND A WAY TO GET A HOLD OF SUPPORT HOPEFULLY THEY CONTACT ME BACK ON HERE.,1,2024-09-19 13:59:21,86
Horrible they loose your money deposits and then tell you they will have to look for your misplaced money they lost. 2 day wit turns into 5 that turned into 10 day waiting period. 16 days later still no money or respoce from paypal. Deleting this app .,1,2024-09-19 09:17:12,48
"I used to use it to buy things in the game that I like, but since the game is from another country, my card wouldn't go through and now I've been banned from PayPal for no reason, maybe because I make too many transactions, which doesn't make sense because it always goes straight to my card. The support is horrible and they don't answer, I'm migrating to Stripe!",1,2024-09-19 08:48:52,68
